x	ymdn	ycca	yprior	x	ymdn	ycca	yprior	x	ymdn	ycca	yprior	x	ymdn	ycca	yprior	x	ymdn	ycca	yprior	x	ymdn	ycca	yprior	x	ymdn	ycca	yprior	x	ymdn	ycca	yprior	x	ymdn	ycca	yprior	x	ymdn	ycca	yprior	x	ymdn	ycca	yprior	x	ymdn	ycca	yprior	x	ymdn	ycca	yprior	x	ymdn	ycca	yprior	x	ymdn	ycca	yprior	
6.66667	0.92945	0.9164	0.88065	6.66667	0.9124	0.8887	0.814	6.66667	0.87155	0.8746	0.7593	6.66667	0.8697	0.83955	0.6605	6.66667	0.8346	0.81555	0.61875	6.66667	0.92335	0.8586	0.1531	6.66667	0.95775	0.88775	0.10615	6.66667	0.9794	0.92075	0.14755	6.66667	0.99685	0.91485	0.1958	6.66667	0.99895	0.95585	0.2303	2.66667	0.99465	0.99595	0.46015	2.66667	0.98555	0.9975	0.3628	2.66667	0.99905	0.99505	0.26145	2.66667	0.9985	0.9983	0.1938	2.66667	0.8611	0.9958	0.16265	
6.81818	0.9321	0.91945	0.8855	6.81818	0.9152	0.89475	0.82235	6.81818	0.873	0.87765	0.7733	6.81818	0.8716	0.8461	0.6893	6.81818	0.83605	0.82585	0.63765	6.81818	0.926	0.86145	0.15885	6.81818	0.9605	0.8927	0.10835	6.81818	0.98095	0.92455	0.15175	6.81818	0.99695	0.9182	0.2	6.81818	0.99905	0.95965	0.2362	2.72727	0.99495	0.99625	0.4684	2.72727	0.9862	0.9977	0.3691	2.72727	0.9991	0.9954	0.2681	2.72727	0.99855	0.9985	0.19735	2.72727	0.8671	0.996	0.16565	
6.9697	0.93525	0.9226	0.8891	6.9697	0.917	0.90105	0.8321	6.9697	0.8816	0.88025	0.7873	6.9697	0.8751	0.8528	0.7136	6.9697	0.8427	0.8357	0.65665	6.9697	0.92885	0.8639	0.16555	6.9697	0.96315	0.89585	0.11215	6.9697	0.98165	0.9281	0.15495	6.9697	0.9972	0.92155	0.2059	6.9697	0.9992	0.96285	0.2423	2.78788	0.99515	0.99655	0.47705	2.78788	0.987	0.99775	0.37625	2.78788	0.9992	0.9957	0.27445	2.78788	0.9986	0.9987	0.2014	2.78788	0.87375	0.99625	0.16945	
7.12121	0.9392	0.92505	0.89285	7.12121	0.91845	0.90345	0.8406	7.12121	0.89075	0.8818	0.8	7.12121	0.87595	0.8594	0.7366	7.12121	0.8477	0.8424	0.673	7.12121	0.9321	0.8667	0.17105	7.12121	0.9656	0.89855	0.11565	7.12121	0.9825	0.9315	0.1581	7.12121	0.99745	0.9248	0.2109	7.12121	0.9993	0.96465	0.24775	2.84848	0.9953	0.99665	0.4856	2.84848	0.9877	0.9979	0.3835	2.84848	0.99925	0.99595	0.28075	2.84848	0.9987	0.99885	0.20585	2.84848	0.88	0.9965	0.17325	
7.27273	0.94135	0.92835	0.8966	7.27273	0.9198	0.90515	0.84725	7.27273	0.89705	0.88365	0.80905	7.27273	0.88235	0.86565	0.7627	7.27273	0.8499	0.8493	0.69135	7.27273	0.9348	0.8694	0.17745	7.27273	0.96825	0.90115	0.1186	7.27273	0.98325	0.93475	0.16165	7.27273	0.99765	0.9279	0.217	7.27273	0.99935	0.9673	0.253	2.90909	0.9955	0.9969	0.4946	2.90909	0.98845	0.998	0.3904	2.90909	0.99935	0.99625	0.2871	2.90909	0.9987	0.99905	0.21065	2.90909	0.88455	0.9967	0.1771	
7.42424	0.94435	0.93065	0.89955	7.42424	0.9227	0.90725	0.85375	7.42424	0.9012	0.8861	0.8181	7.42424	0.88625	0.87235	0.7818	7.42424	0.85195	0.85365	0.70965	7.42424	0.93845	0.87165	0.1842	7.42424	0.9706	0.90365	0.12225	7.42424	0.9838	0.9378	0.16615	7.42424	0.9978	0.93245	0.22155	7.42424	0.99945	0.97035	0.25855	2.9697	0.9957	0.997	0.50315	2.9697	0.98905	0.9981	0.3963	2.9697	0.99945	0.9966	0.2941	2.9697	0.9988	0.99925	0.21555	2.9697	0.88775	0.9969	0.1811	
7.57576	0.94815	0.93195	0.90255	7.57576	0.92705	0.90925	0.85955	7.57576	0.9083	0.8894	0.8263	7.57576	0.8894	0.8778	0.7983	7.57576	0.856	0.85665	0.72735	7.57576	0.9409	0.87395	0.18955	7.57576	0.97315	0.9063	0.12585	7.57576	0.9846	0.9409	0.1721	7.57576	0.99795	0.9357	0.22595	7.57576	0.9995	0.9719	0.26415	3.0303	0.9958	0.9972	0.51145	3.0303	0.9898	0.9982	0.4019	3.0303	0.99945	0.99675	0.3018	3.0303	0.99885	0.9993	0.2193	3.0303	0.8901	0.99715	0.18575	
7.72727	0.94935	0.93315	0.9039	7.72727	0.93025	0.9114	0.86605	7.72727	0.91375	0.89195	0.83305	7.72727	0.89375	0.88395	0.81025	7.72727	0.8632	0.859	0.7448	7.72727	0.9429	0.8763	0.1962	7.72727	0.975	0.9087	0.1299	7.72727	0.98525	0.9432	0.1797	7.72727	0.99805	0.93835	0.2301	7.72727	0.9996	0.9732	0.2699	3.09091	0.99595	0.99725	0.5187	3.09091	0.9905	0.99835	0.40745	3.09091	0.9995	0.997	0.3079	3.09091	0.9989	0.9994	0.22445	3.09091	0.8926	0.9974	0.1898	
7.87879	0.95065	0.9343	0.90475	7.87879	0.9324	0.91445	0.87155	7.87879	0.91545	0.8929	0.84105	7.87879	0.89505	0.8876	0.8207	7.87879	0.86635	0.8618	0.7608	7.87879	0.9449	0.87825	0.2038	7.87879	0.97665	0.9114	0.13305	7.87879	0.98585	0.9455	0.18735	7.87879	0.99805	0.9407	0.23435	7.87879	0.9997	0.97465	0.2749	3.15152	0.9961	0.9975	0.52845	3.15152	0.9911	0.99845	0.4144	3.15152	0.99955	0.9972	0.31405	3.15152	0.99895	0.9995	0.2294	3.15152	0.89545	0.9976	0.19345	
8.0303	0.9519	0.93575	0.90635	8.0303	0.9369	0.9188	0.87595	8.0303	0.91845	0.8949	0.84675	8.0303	0.897	0.8892	0.8295	8.0303	0.86815	0.86605	0.7785	8.0303	0.94695	0.88045	0.21225	8.0303	0.9778	0.9135	0.13775	8.0303	0.98655	0.94795	0.193	8.0303	0.99815	0.945	0.2394	8.0303	0.99975	0.97565	0.27925	3.21212	0.9962	0.9975	0.53775	3.21212	0.99265	0.9985	0.4207	3.21212	0.99955	0.99745	0.31995	3.21212	0.999	0.9996	0.23375	3.21212	0.89825	0.9978	0.1974	
8.18182	0.9532	0.937	0.90775	8.18182	0.93875	0.92195	0.88015	8.18182	0.9247	0.8978	0.8511	8.18182	0.90105	0.89055	0.83585	8.18182	0.8696	0.8737	0.79215	8.18182	0.9493	0.88265	0.2206	8.18182	0.98035	0.9161	0.14235	8.18182	0.98835	0.9502	0.19735	8.18182	0.99825	0.9494	0.24455	8.18182	0.9998	0.97665	0.28335	3.27273	0.9964	0.99765	0.54685	3.27273	0.9931	0.9986	0.4268	3.27273	0.9996	0.9976	0.32765	3.27273	0.99905	0.99965	0.2376	3.27273	0.9011	0.99805	0.2021	
8.33333	0.95435	0.9386	0.91055	8.33333	0.94185	0.92365	0.8846	8.33333	0.9269	0.8999	0.8573	8.33333	0.91025	0.8932	0.8414	8.33333	0.87335	0.88045	0.8052	8.33333	0.95115	0.88455	0.22985	8.33333	0.98255	0.918	0.1466	8.33333	0.98975	0.9524	0.2012	8.33333	0.99835	0.95215	0.2491	8.33333	0.9998	0.97765	0.28815	3.33333	0.9965	0.9977	0.55675	3.33333	0.99355	0.99875	0.43285	3.33333	0.99965	0.9977	0.3338	3.33333	0.99915	0.9997	0.24235	3.33333	0.9036	0.99825	0.20645	
8.48485	0.95565	0.94005	0.91205	8.48485	0.9443	0.92695	0.8878	8.48485	0.9276	0.90175	0.86485	8.48485	0.9119	0.89955	0.84665	8.48485	0.8773	0.8885	0.81495	8.48485	0.95315	0.88705	0.24135	8.48485	0.9841	0.92015	0.1507	8.48485	0.99075	0.95475	0.20505	8.48485	0.9984	0.9545	0.2541	8.48485	0.99985	0.9785	0.2922	3.39394	0.9966	0.99785	0.5666	3.39394	0.9938	0.9989	0.4394	3.39394	0.99965	0.9979	0.3391	3.39394	0.9992	0.9997	0.24995	3.39394	0.9056	0.9984	0.21035	
8.63636	0.957	0.94145	0.91315	8.63636	0.9455	0.9309	0.8891	8.63636	0.9285	0.9038	0.8698	8.63636	0.913	0.9026	0.8516	8.63636	0.8806	0.8924	0.82205	8.63636	0.95525	0.88885	0.2523	8.63636	0.9857	0.9228	0.1548	8.63636	0.99125	0.9571	0.2092	8.63636	0.99845	0.95655	0.2588	8.63636	0.9999	0.97925	0.29625	3.45455	0.9967	0.9979	0.58015	3.45455	0.99425	0.99895	0.44415	3.45455	0.9997	0.99815	0.3435	3.45455	0.99925	0.99975	0.2569	3.45455	0.9083	0.9986	0.214	
8.78788	0.95805	0.9435	0.9147	8.78788	0.94945	0.9342	0.8906	8.78788	0.92955	0.9082	0.87455	8.78788	0.9159	0.906	0.85755	8.78788	0.8898	0.89575	0.8283	8.78788	0.95715	0.89185	0.26515	8.78788	0.9867	0.9246	0.1592	8.78788	0.99175	0.9591	0.21385	8.78788	0.9991	0.95865	0.2633	8.78788	0.99995	0.98025	0.3003	3.51515	0.99695	0.99795	0.58975	3.51515	0.9945	0.9991	0.4504	3.51515	0.9997	0.9982	0.3485	3.51515	0.99935	0.9998	0.26405	3.51515	0.911	0.9988	0.2177	
8.93939	0.95995	0.9455	0.9156	8.93939	0.95345	0.93915	0.89215	8.93939	0.93455	0.915	0.88015	8.93939	0.9197	0.9085	0.86235	8.93939	0.89885	0.8997	0.8363	8.93939	0.9586	0.89385	0.2783	8.93939	0.98785	0.927	0.1658	8.93939	0.99205	0.96105	0.22025	8.93939	0.99915	0.9604	0.26755	8.93939	0.99995	0.98125	0.3043	3.57576	0.997	0.99805	0.60005	3.57576	0.99485	0.99915	0.45875	3.57576	0.99975	0.9984	0.3543	3.57576	0.99935	0.99985	0.2691	3.57576	0.91515	0.99895	0.22245	
9.09091	0.9612	0.94825	0.91635	9.09091	0.9543	0.94145	0.8941	9.09091	0.9374	0.9208	0.88345	9.09091	0.92185	0.91055	0.8664	9.09091	0.905	0.9053	0.8461	9.09091	0.96	0.8957	0.2914	9.09091	0.9891	0.929	0.17165	9.09091	0.99235	0.96315	0.2284	9.09091	0.9992	0.9617	0.2713	9.09091	1	0.98215	0.3084	3.63636	0.99715	0.9981	0.6086	3.63636	0.99515	0.9992	0.46415	3.63636	0.9998	0.99855	0.359	3.63636	0.99945	0.9999	0.27385	3.63636	0.91785	0.99905	0.2275	
9.24242	0.96315	0.9497	0.9174	9.24242	0.9551	0.94345	0.8963	9.24242	0.9442	0.9223	0.88675	9.24242	0.9274	0.9131	0.8701	9.24242	0.90645	0.9083	0.852	9.24242	0.96125	0.89765	0.3055	9.24242	0.9901	0.9308	0.17515	9.24242	0.9927	0.96525	0.2383	9.24242	0.99925	0.96325	0.2759	9.24242	1	0.983	0.31235	3.69697	0.9973	0.99815	0.61585	3.69697	0.9953	0.9993	0.4691	3.69697	0.9998	0.9987	0.3638	3.69697	0.9995	0.99995	0.2781	3.69697	0.9198	0.99915	0.23285	
9.39394	0.96495	0.95125	0.91915	9.39394	0.956	0.94545	0.8984	9.39394	0.94755	0.9272	0.88835	9.39394	0.9312	0.919	0.87455	9.39394	0.90855	0.9104	0.8586	9.39394	0.96245	0.89945	0.31885	9.39394	0.9915	0.9326	0.1787	9.39394	0.9931	0.9676	0.24405	9.39394	0.9993	0.9644	0.2794	9.39394	1	0.98395	0.3169	3.75758	0.99745	0.99825	0.62215	3.75758	0.9956	0.9994	0.4742	3.75758	0.99985	0.99875	0.36845	3.75758	0.99955	1	0.2823	3.75758	0.92215	0.99925	0.2378	
9.54545	0.96585	0.9549	0.9204	9.54545	0.95715	0.9472	0.90125	9.54545	0.9515	0.93055	0.8897	9.54545	0.9351	0.92135	0.8774	9.54545	0.9156	0.91255	0.86605	9.54545	0.96445	0.90135	0.3318	9.54545	0.99265	0.9344	0.1824	9.54545	0.9946	0.96925	0.24725	9.54545	0.9994	0.96795	0.28255	9.54545	1	0.9848	0.32095	3.81818	0.99755	0.9983	0.6289	3.81818	0.99575	0.99945	0.4799	3.81818	0.9999	0.9989	0.3729	3.81818	0.9996	1	0.28715	3.81818	0.92645	0.99925	0.2432	
9.69697	0.9672	0.95715	0.9213	9.69697	0.9617	0.94885	0.904	9.69697	0.9546	0.9364	0.8909	9.69697	0.93855	0.92555	0.88045	9.69697	0.9233	0.91475	0.8719	9.69697	0.9667	0.90355	0.3449	9.69697	0.99335	0.93615	0.18615	9.69697	0.99585	0.9709	0.2516	9.69697	0.99945	0.9698	0.2857	9.69697	1	0.9856	0.32485	3.87879	0.9976	0.99835	0.6356	3.87879	0.996	0.9995	0.4852	3.87879	0.9999	0.99905	0.3769	3.87879	0.9997	1	0.2925	3.87879	0.9292	0.9993	0.24745	
9.84848	0.96895	0.9597	0.92235	9.84848	0.96405	0.9507	0.9057	9.84848	0.95745	0.94225	0.8925	9.84848	0.9403	0.9274	0.8842	9.84848	0.93255	0.918	0.8802	9.84848	0.96855	0.90605	0.3578	9.84848	0.994	0.93775	0.19015	9.84848	0.9963	0.97235	0.2559	9.84848	0.9995	0.9712	0.28935	9.84848	1	0.9864	0.3277	3.93939	0.99785	0.99845	0.6418	3.93939	0.9962	0.99965	0.4904	3.93939	0.99995	0.9991	0.3812	3.93939	0.9997	1	0.29765	3.93939	0.93075	0.99935	0.2511	
10	0.97035	0.96155	0.92345	10	0.9659	0.9528	0.90745	10	0.958	0.947	0.8943	10	0.94575	0.9294	0.88745	10	0.93865	0.92125	0.8832	10	0.9702	0.90785	0.3711	10	0.99475	0.9396	0.19455	10	0.99665	0.9737	0.2587	10	0.99955	0.9726	0.29285	10	1	0.98745	0.3304	4	0.99785	0.9985	0.6485	4	0.9964	0.9997	0.4957	4	1	0.99925	0.3854	4	0.99975	1	0.3023	4	0.9324	0.9994	0.25555	
10.15152	0.97125	0.9631	0.9251	10.15152	0.9671	0.9548	0.90925	10.15152	0.9585	0.94925	0.89775	10.15152	0.94655	0.93285	0.89295	10.15152	0.9402	0.9234	0.88525	10.15152	0.9714	0.9099	0.38435	10.15152	0.9953	0.9413	0.19895	10.15152	0.9969	0.97495	0.26195	10.15152	0.9996	0.97365	0.2963	10.15152	1	0.9883	0.3329	4.06061	0.998	0.9986	0.65545	4.06061	0.99655	0.9998	0.5005	4.06061	1	0.99925	0.39055	4.06061	0.99975	1	0.306	4.06061	0.9339	0.9994	0.26055	
10.30303	0.9727	0.96455	0.92585	10.30303	0.96725	0.95795	0.9101	10.30303	0.9592	0.95065	0.8993	10.30303	0.9492	0.9365	0.8967	10.30303	0.94115	0.9246	0.88645	10.30303	0.9721	0.91195	0.397	10.30303	0.9957	0.9431	0.20325	10.30303	0.9975	0.97615	0.26615	10.30303	0.99965	0.9748	0.3002	10.30303	1	0.9889	0.33505	4.12121	0.99805	0.9986	0.66385	4.12121	0.99675	0.9999	0.50525	4.12121	1	0.9994	0.3959	4.12121	0.9998	1	0.3099	4.12121	0.9359	0.99945	0.2641	
10.45455	0.97355	0.96675	0.92735	10.45455	0.96745	0.95965	0.9107	10.45455	0.96295	0.95215	0.9005	10.45455	0.95045	0.93975	0.89985	10.45455	0.94275	0.9293	0.8875	10.45455	0.97285	0.9135	0.41035	10.45455	0.996	0.94485	0.20775	10.45455	0.9977	0.97705	0.26855	10.45455	0.9997	0.9758	0.3043	10.45455	1	0.9895	0.3388	4.18182	0.9982	0.99875	0.6705	4.18182	0.9969	1	0.51015	4.18182	1	0.9994	0.3998	4.18182	0.99985	1	0.31355	4.18182	0.9394	0.9995	0.2675	
10.60606	0.9742	0.9676	0.92885	10.60606	0.96775	0.9605	0.91115	10.60606	0.96365	0.954	0.902	10.60606	0.95275	0.943	0.90285	10.60606	0.9469	0.9356	0.88965	10.60606	0.9736	0.91495	0.4238	10.60606	0.99635	0.94665	0.2126	10.60606	0.998	0.9782	0.27105	10.60606	0.99975	0.97665	0.3078	10.60606	1	0.99025	0.34415	4.24242	0.99825	0.99875	0.6771	4.24242	0.99715	1	0.5154	4.24242	1	0.9995	0.4037	4.24242	0.99985	1	0.3174	4.24242	0.94345	0.99955	0.2709	
10.75758	0.9747	0.9688	0.93015	10.75758	0.968	0.9614	0.9116	10.75758	0.96395	0.95655	0.9051	10.75758	0.9579	0.9454	0.9049	10.75758	0.94905	0.94045	0.8926	10.75758	0.9748	0.9165	0.4372	10.75758	0.99655	0.94845	0.21805	10.75758	0.99815	0.97925	0.27375	10.75758	0.99985	0.9774	0.31125	10.75758	1	0.99075	0.34755	4.30303	0.9983	0.99885	0.6843	4.30303	0.99735	1	0.52065	4.30303	1	0.99955	0.4076	4.30303	0.9999	1	0.3215	4.30303	0.9471	0.99955	0.2736	
10.90909	0.97565	0.9696	0.93115	10.90909	0.96825	0.9622	0.9123	10.90909	0.96565	0.961	0.9078	10.90909	0.95855	0.9474	0.90655	10.90909	0.95115	0.943	0.8948	10.90909	0.9756	0.91815	0.45045	10.90909	0.99675	0.95005	0.2238	10.90909	0.9984	0.9802	0.27615	10.90909	0.9999	0.97805	0.3146	10.90909	1	0.99145	0.3515	4.36364	0.9984	0.99885	0.691	4.36364	0.9975	1	0.5266	4.36364	1	0.9996	0.4119	4.36364	0.9999	1	0.326	4.36364	0.94975	0.9996	0.27635	
11.06061	0.97695	0.9705	0.93225	11.06061	0.96855	0.9631	0.91295	11.06061	0.9668	0.96475	0.9091	11.06061	0.9606	0.94935	0.9071	11.06061	0.95195	0.9458	0.89725	11.06061	0.9763	0.91965	0.46365	11.06061	0.99695	0.9518	0.22995	11.06061	0.99855	0.98135	0.2799	11.06061	0.99995	0.97875	0.31915	11.06061	1	0.992	0.35495	4.42424	0.99845	0.999	0.6969	4.42424	0.99755	1	0.53395	4.42424	1	0.99965	0.416	4.42424	0.99995	1	0.33045	4.42424	0.9521	0.99965	0.27895	
11.21212	0.9774	0.97125	0.9336	11.21212	0.96895	0.9643	0.91375	11.21212	0.9691	0.96605	0.9102	11.21212	0.9613	0.95135	0.90795	11.21212	0.9523	0.94865	0.90075	11.21212	0.97715	0.92095	0.47805	11.21212	0.9975	0.9535	0.23535	11.21212	0.99865	0.982	0.2833	11.21212	1	0.9796	0.3243	11.21212	1	0.99265	0.3586	4.48485	0.9985	0.999	0.7031	4.48485	0.9977	1	0.54015	4.48485	1	0.9997	0.42165	4.48485	0.99995	1	0.3347	4.48485	0.9539	0.9997	0.28145	
11.36364	0.979	0.97285	0.9354	11.36364	0.97005	0.96565	0.9147	11.36364	0.96945	0.9673	0.9112	11.36364	0.96135	0.9542	0.91055	11.36364	0.95275	0.94965	0.90415	11.36364	0.97775	0.92245	0.4899	11.36364	0.99825	0.955	0.2408	11.36364	0.99875	0.9827	0.28665	11.36364	1	0.9803	0.32735	11.36364	1	0.99345	0.36215	4.54545	0.99855	0.99905	0.70945	4.54545	0.99775	1	0.54565	4.54545	1	0.9997	0.4274	4.54545	1	1	0.33945	4.54545	0.95555	0.9997	0.2834	
11.51515	0.97985	0.97415	0.93645	11.51515	0.97175	0.9668	0.91535	11.51515	0.9698	0.9685	0.9125	11.51515	0.9623	0.95615	0.9118	11.51515	0.95365	0.9533	0.9063	11.51515	0.9787	0.92415	0.5019	11.51515	0.9988	0.95685	0.24665	11.51515	0.9988	0.98345	0.2928	11.51515	1	0.9809	0.33045	11.51515	1	0.9939	0.3671	4.60606	0.99865	0.9991	0.71645	4.60606	0.99785	1	0.5517	4.60606	1	0.99975	0.43215	4.60606	1	1	0.34505	4.60606	0.95745	0.99975	0.2855	
11.66667	0.9807	0.9754	0.9375	11.66667	0.9731	0.9676	0.91545	11.66667	0.97015	0.96925	0.91385	11.66667	0.9645	0.96005	0.9129	11.66667	0.95635	0.9569	0.90885	11.66667	0.9795	0.9253	0.51375	11.66667	0.99895	0.95855	0.25175	11.66667	0.9989	0.9841	0.2981	11.66667	1	0.98165	0.3346	11.66667	1	0.9944	0.3727	4.66667	0.99865	0.99915	0.7234	4.66667	0.99795	1	0.55715	4.66667	1	0.99975	0.43725	4.66667	1	1	0.34985	4.66667	0.9592	0.9998	0.289	
11.81818	0.9816	0.97725	0.93835	11.81818	0.9743	0.96855	0.91595	11.81818	0.97205	0.9723	0.91495	11.81818	0.9651	0.9627	0.9143	11.81818	0.95865	0.9608	0.91215	11.81818	0.9804	0.9265	0.52535	11.81818	0.99895	0.9601	0.2572	11.81818	0.99895	0.98475	0.304	11.81818	1	0.98225	0.33915	11.81818	1	0.99465	0.3759	4.72727	0.9987	0.99915	0.7304	4.72727	0.99795	1	0.5622	4.72727	1	0.9998	0.44325	4.72727	1	1	0.35345	4.72727	0.96075	0.99985	0.2923	
11.9697	0.9827	0.97925	0.93955	11.9697	0.9754	0.9694	0.9165	11.9697	0.97215	0.97265	0.91595	11.9697	0.9684	0.9661	0.916	11.9697	0.96175	0.9625	0.91605	11.9697	0.9812	0.92775	0.5376	11.9697	0.9991	0.96165	0.26255	11.9697	0.99905	0.98535	0.30795	11.9697	1	0.9831	0.3443	11.9697	1	0.99505	0.3799	4.78788	0.9988	0.9992	0.73705	4.78788	0.9981	1	0.5678	4.78788	1	0.9998	0.44775	4.78788	1	1	0.3571	4.78788	0.96205	0.9999	0.2953	
12.12121	0.98415	0.98085	0.94005	12.12121	0.97545	0.97035	0.91755	12.12121	0.9723	0.9735	0.91665	12.12121	0.9695	0.9673	0.9177	12.12121	0.96225	0.96405	0.9203	12.12121	0.98225	0.9289	0.54935	12.12121	0.99915	0.9631	0.2676	12.12121	0.99905	0.9859	0.3128	12.12121	1	0.984	0.34775	12.12121	1	0.99575	0.3837	4.84848	0.99885	0.99925	0.7438	4.84848	0.9982	1	0.5734	4.84848	1	0.99985	0.4526	4.84848	1	1	0.36095	4.84848	0.96345	0.9999	0.29805	
12.27273	0.9852	0.9826	0.94055	12.27273	0.97545	0.9713	0.9192	12.27273	0.97485	0.9743	0.9175	12.27273	0.97265	0.96785	0.9194	12.27273	0.96275	0.9654	0.9253	12.27273	0.98325	0.9301	0.5614	12.27273	0.99925	0.96525	0.2727	12.27273	0.9991	0.9863	0.3176	12.27273	1	0.98475	0.3534	12.27273	1	0.9961	0.3874	4.90909	0.9989	0.99925	0.75065	4.90909	0.99825	1	0.57935	4.90909	1	0.99985	0.4572	4.90909	1	1	0.365	4.90909	0.9647	0.99995	0.30035	
12.42424	0.9856	0.98365	0.9409	12.42424	0.9755	0.972	0.91995	12.42424	0.97505	0.9749	0.91845	12.42424	0.97395	0.9688	0.9217	12.42424	0.96565	0.9664	0.92855	12.42424	0.98405	0.9312	0.573	12.42424	0.9993	0.967	0.27805	12.42424	0.9991	0.98685	0.3222	12.42424	1	0.98795	0.3581	12.42424	1	0.99635	0.3936	4.9697	0.99895	0.9993	0.757	4.9697	0.99835	1	0.58465	4.9697	1	0.9999	0.4618	4.9697	1	1	0.36865	4.9697	0.9664	1	0.3026	
12.57576	0.98605	0.9842	0.9412	12.57576	0.9756	0.9728	0.9207	12.57576	0.98025	0.9761	0.9194	12.57576	0.97415	0.97055	0.9245	12.57576	0.9735	0.96745	0.9312	12.57576	0.9848	0.9325	0.5847	12.57576	0.99935	0.96875	0.28365	12.57576	0.99915	0.98735	0.3267	12.57576	1	0.98885	0.3629	12.57576	1	0.99655	0.3973	5.0303	0.99905	0.99935	0.7644	5.0303	0.99845	1	0.5896	5.0303	1	0.9999	0.46675	5.0303	1	1	0.3725	5.0303	0.96755	1	0.3063	
12.72727	0.9866	0.9849	0.94165	12.72727	0.9781	0.9746	0.92145	12.72727	0.98295	0.9763	0.92055	12.72727	0.97415	0.9727	0.92705	12.72727	0.97395	0.969	0.9334	12.72727	0.98525	0.9336	0.59615	12.72727	0.9994	0.97	0.2904	12.72727	0.99915	0.9878	0.3302	12.72727	1	0.98955	0.3661	12.72727	1	0.997	0.4015	5.09091	0.9991	0.99935	0.7713	5.09091	0.99855	1	0.5947	5.09091	1	0.99995	0.4717	5.09091	1	1	0.3759	5.09091	0.9688	1	0.30935	
12.87879	0.9872	0.9853	0.94205	12.87879	0.98345	0.97615	0.92275	12.87879	0.98345	0.9765	0.92185	12.87879	0.9752	0.97505	0.92975	12.87879	0.97705	0.97085	0.9357	12.87879	0.98595	0.93505	0.60725	12.87879	0.9994	0.97105	0.2974	12.87879	0.9992	0.9882	0.33375	12.87879	1	0.9903	0.37175	12.87879	1	0.9975	0.4065	5.15152	0.9991	0.99935	0.77765	5.15152	0.99865	1	0.59985	5.15152	1	0.99995	0.47685	5.15152	1	1	0.37965	5.15152	0.97035	1	0.31175	
13.0303	0.98795	0.98575	0.9424	13.0303	0.98575	0.9772	0.924	13.0303	0.98375	0.97665	0.92355	13.0303	0.9778	0.9775	0.9321	13.0303	0.97885	0.97315	0.9383	13.0303	0.9865	0.9363	0.6192	13.0303	0.99945	0.97205	0.3042	13.0303	0.9992	0.9888	0.33755	13.0303	1	0.9912	0.37505	13.0303	1	0.9977	0.41025	5.21212	0.9992	0.9994	0.78375	5.21212	0.99875	1	0.6051	5.21212	1	1	0.4818	5.21212	1	1	0.3835	5.21212	0.97205	1	0.31435	
13.18182	0.9887	0.98635	0.9428	13.18182	0.9859	0.97775	0.92465	13.18182	0.984	0.97685	0.92475	13.18182	0.9787	0.9787	0.9345	13.18182	0.97945	0.9762	0.9408	13.18182	0.9871	0.9373	0.6315	13.18182	0.99945	0.973	0.31115	13.18182	0.99925	0.9891	0.34165	13.18182	1	0.9919	0.37835	13.18182	1	0.99785	0.4154	5.27273	0.99925	0.9994	0.7894	5.27273	0.9989	1	0.61085	5.27273	1	1	0.4867	5.27273	1	1	0.388	5.27273	0.9739	1	0.3169	
13.33333	0.98945	0.98685	0.94325	13.33333	0.986	0.97845	0.9253	13.33333	0.98645	0.9771	0.92605	13.33333	0.97975	0.9794	0.9367	13.33333	0.97965	0.97645	0.94285	13.33333	0.98785	0.93855	0.64355	13.33333	0.9995	0.974	0.3173	13.33333	0.99925	0.9895	0.34545	13.33333	1	0.99245	0.3831	13.33333	1	0.99795	0.42065	5.33333	0.9993	0.9994	0.795	5.33333	0.99895	1	0.6167	5.33333	1	1	0.49205	5.33333	1	1	0.39405	5.33333	0.9757	1	0.3208	
13.48485	0.9912	0.98735	0.94385	13.48485	0.98615	0.97925	0.926	13.48485	0.98695	0.9774	0.9275	13.48485	0.9799	0.981	0.93905	13.48485	0.97985	0.97665	0.9443	13.48485	0.9886	0.93975	0.65515	13.48485	0.9995	0.97505	0.32505	13.48485	0.9993	0.98985	0.34995	13.48485	1	0.9929	0.3854	13.48485	1	0.99815	0.4228	5.39394	0.9993	0.9994	0.8005	5.39394	0.999	1	0.6228	5.39394	1	1	0.4968	5.39394	1	1	0.39965	5.39394	0.9776	1	0.32425	
13.63636	0.99235	0.98775	0.9443	13.63636	0.98625	0.9807	0.92665	13.63636	0.9875	0.97835	0.9295	13.63636	0.98	0.98135	0.94115	13.63636	0.98	0.97705	0.9457	13.63636	0.9893	0.94075	0.66605	13.63636	0.99955	0.97585	0.3317	13.63636	0.9993	0.9903	0.3543	13.63636	1	0.99335	0.38815	13.63636	1	0.9983	0.42605	5.45455	0.9994	0.99945	0.8058	5.45455	0.99905	1	0.62935	5.45455	1	1	0.5025	5.45455	1	1	0.4045	5.45455	0.97935	1	0.3275	
