x,y,z,1,2,3,4,5,6,7,8,9,10,11
65,35,55,0.038124366,0.039892313,0.026489047,0.028986068,0.031713416,0.05890934,0.051461415,0.029548977,0.078363892,0.085809178,0.046833435
70,35,50,0.02384976,0.024744444,0.011712604,0.014924007,0.016302887,0.044828663,0.037629013,0.015630899,0.062783654,0.070496075,0.031297526
70,35,55,0.038555642,0.039450326,0.026418487,0.02962989,0.03100877,0.059534546,0.052334895,0.030336781,0.077489536,0.085201957,0.046003408
75,35,50,0.024291746,0.024291746,0.011642044,0.015598241,0.015598241,0.045461919,0.038516207,0.01643491,0.061910174,0.069947146,0.0304675
75,35,55,0.038997629,0.038997629,0.026347926,0.030304123,0.030304123,0.060167801,0.05322209,0.031140792,0.076616056,0.084653028,0.045173382
80,35,50,0.024744444,0.02384976,0.011712604,0.016302887,0.014924007,0.046104465,0.039425298,0.017232411,0.061036694,0.069421878,0.029669998
80,35,55,0.039450326,0.038555642,0.026418487,0.03100877,0.02962989,0.060810347,0.05413118,0.031938294,0.075742576,0.08412776,0.04437588
85,35,50,0.02518643,0.023418484,0.011783165,0.017007534,0.014280185,0.046782892,0.040334389,0.018062438,0.060163214,0.068935605,0.028872496
85,35,55,0.039892313,0.038124366,0.026489047,0.031713416,0.028986068,0.061488774,0.055040271,0.03276832,0.074869096,0.083641487,0.043578378
90,35,50,0.025680785,0.023036801,0.01198995,0.017772005,0.013636364,0.047467508,0.04124348,0.018904447,0.059309223,0.068497819,0.028094389
90,35,55,0.040386667,0.037742683,0.026695832,0.032477887,0.028342246,0.06217339,0.055949362,0.033610329,0.074015105,0.083203702,0.042800272
95,35,50,0.026239726,0.022729099,0.012196734,0.018536476,0.013077423,0.048156016,0.042152571,0.019758438,0.058467214,0.068092558,0.027338979
95,35,55,0.040945608,0.037434981,0.026902617,0.033242358,0.027783305,0.062861899,0.056858453,0.03446432,0.071933696,0.082798441,0.042044861
100,35,50,0.026798667,0.022441459,0.012518481,0.019300947,0.012518481,0.048866464,0.043061662,0.020617551,0.057637188,0.067696148,0.026604453
100,35,55,0.029923667,0.025566459,0.015643481,0.022425947,0.015643481,0.051991464,0.046186662,0.023742551,0.057227813,0.070821148,0.029729453
55,40,50,0.021960387,0.025595904,0.011698618,0.013411103,0.01877551,0.042309942,0.035228499,0.012850969,0.065658452,0.071710518,0.033486764
50,40,50,0.021652685,0.026154845,0.012018018,0.012856487,0.019539981,0.041743412,0.034319408,0.012018018,0.066531932,0.072388945,0.034350038
55,40,55,0.036666269,0.040301786,0.0264045,0.028116986,0.033481392,0.056091999,0.048381796,0.0264045,0.080364334,0.0864164,0.048192646
50,40,55,0.022034368,0.026800476,0.012850969,0.013539487,0.020449072,0.041386117,0.033675914,0.011698618,0.067441023,0.073067372,0.035259129
60,40,50,0.022268089,0.025036963,0.011438486,0.01396572,0.018011039,0.042917808,0.036105131,0.01359811,0.064784972,0.07103209,0.032632772
60,40,55,0.036973971,0.039742845,0.026144368,0.028671602,0.032716921,0.057623691,0.050811014,0.028303992,0.079490854,0.085737973,0.047338655
65,40,50,0.022699365,0.024478022,0.011269837,0.014605737,0.017302631,0.043543015,0.03694714,0.014411818,0.063911492,0.070424869,0.031778781
65,40,55,0.037405247,0.039183904,0.025975719,0.029311619,0.032008513,0.058248897,0.051653022,0.029117701,0.078617374,0.085130751,0.046484663
70,40,50,0.023130641,0.024036035,0.01119102,0.015245754,0.016594222,0.04417627,0.03782062,0.015199622,0.063038012,0.069817647,0.030924789
70,40,55,0.037836523,0.038741918,0.025896902,0.029951637,0.031300105,0.058882152,0.052526502,0.029905505,0.077743894,0.08452353,0.045630672
75,40,50,0.023583338,0.023583338,0.011101002,0.015889576,0.015889576,0.044818816,0.038707814,0.016029649,0.06218402,0.069220507,0.030094763
75,40,55,0.03828922,0.03828922,0.025806885,0.030595458,0.030595458,0.059524698,0.053413697,0.030735531,0.076889903,0.08392639,0.044800646
80,40,50,0.024036035,0.023130641,0.01119102,0.016594222,0.015245754,0.045497243,0.039616905,0.01688364,0.061330029,0.068679465,0.029264737
80,40,55,0.038741918,0.037836523,0.025896902,0.031300105,0.029951637,0.060203125,0.054322788,0.031589522,0.076035911,0.083385348,0.043970619
85,40,50,0.024478022,0.022699365,0.011269837,0.017302631,0.014605737,0.046181859,0.040503811,0.017754736,0.060500003,0.068167196,0.028434711
85,40,55,0.039183904,0.037405247,0.025975719,0.032008513,0.029311619,0.060887741,0.055209693,0.032460618,0.075205885,0.082873078,0.043140593
