x,y,z,1,2,3,4,5,6,7,8,9,10,11
60,30,100,0.034457087,0.040556501,0.027082939,0.026091578,0.034247613,0.048292625,0.037251091,0.019766506,0.06000207,0.086355109,0.049668809
65,30,100,0.037166884,0.043378625,0.029977344,0.028985984,0.037142018,0.051002422,0.040145496,0.022561187,0.056999483,0.084388833,0.052563214
70,30,100,0.040060684,0.046272424,0.032979932,0.031988571,0.040144606,0.053896222,0.043148084,0.025454987,0.053996895,0.082388004,0.055565802
75,30,100,0.043040408,0.049252149,0.035996414,0.035038302,0.043194337,0.056875946,0.046197814,0.028434711,0.0510613,0.080459125,0.057015337
80,30,100,0.046165408,0.052377149,0.039121414,0.038163302,0.046319337,0.060000946,0.049322814,0.031559711,0.048208085,0.078639589,0.054462023
85,30,100,0.049280017,0.055502149,0.042246414,0.041288302,0.049444337,0.062980838,0.052447814,0.034684711,0.045412304,0.076951146,0.051906678
90,30,100,0.052259741,0.057357769,0.045371414,0.044413302,0.047014879,0.065960562,0.055572814,0.037809711,0.042591792,0.075411815,0.049484457
95,30,100,0.055262328,0.054891243,0.045256576,0.047538302,0.044446584,0.068963149,0.058697814,0.040821299,0.039796011,0.07391812,0.047166777
100,30,100,0.058023717,0.053521557,0.04388689,0.050338465,0.043076897,0.07201288,0.061822814,0.04387103,0.036975499,0.072589893,0.04495364
105,30,100,0.058327257,0.053245273,0.04419043,0.0506479,0.042695214,0.075045178,0.064947814,0.04699603,0.034422185,0.071277858,0.04275358
110,30,100,0.058630798,0.052977696,0.04449397,0.050957336,0.042313531,0.078047765,0.068072814,0.05012103,0.031868872,0.070098908,0.04083222
115,30,100,0.059189739,0.052698761,0.044865504,0.051737405,0.042004095,0.081050352,0.071197814,0.053215412,0.029555995,0.068938592,0.038925727
120,30,100,0.05974868,0.052550723,0.045273374,0.052550723,0.041694659,0.082246349,0.074322814,0.054428185,0.027243118,0.067974314,0.037320635
125,30,100,0.060392502,0.052450323,0.045767682,0.053364041,0.041446205,0.083014758,0.077438766,0.055282176,0.025309436,0.067255539,0.035801306
130,30,100,0.061036323,0.052357118,0.046289686,0.054184554,0.041208592,0.083781972,0.078347857,0.056141289,0.023385359,0.066708612,0.034573105
135,30,100,0.061680145,0.052256718,0.046825003,0.054997872,0.0411249,0.084550381,0.079256948,0.056995281,0.021975204,0.066376794,0.033584343
140,30,100,0.062323967,0.052179329,0.047432225,0.055818384,0.041041209,0.085327719,0.080166039,0.057849272,0.020728905,0.066003247,0.032808298
145,30,100,0.062967789,0.052256718,0.048059712,0.056631703,0.0411249,0.086105826,0.08107513,0.058722752,0.02024133,0.065648565,0.032463174
150,30,100,0.063672435,0.052357118,0.048695405,0.057461729,0.041208592,0.086903327,0.081984221,0.059596232,0.019764235,0.065297881,0.03219715
5,35,95,0.025848144,0.035854207,0.022692589,0.017969926,0.030702602,0.038311386,0.024049461,0.008231556,0.074863622,0.082501833,0.045690251
0,35,95,0.025912108,0.036429735,0.023190706,0.018071943,0.031371855,0.038221368,0.023675914,0.008131156,0.075737102,0.083109054,0.046363088
5,35,100,0.028973144,0.038979207,0.025817589,0.021094926,0.033827602,0.041436386,0.021308261,0.011356556,0.077988622,0.085626833,0.048815251
0,35,100,0.029037108,0.039554735,0.026315706,0.021196943,0.034496855,0.041346368,0.020963137,0.011256156,0.078862102,0.086234054,0.049488088
10,35,95,0.02578418,0.035332204,0.022198235,0.017867909,0.030101977,0.038401404,0.024426019,0.008331956,0.074009631,0.081979829,0.045118244
10,35,100,0.02890918,0.038457204,0.025323235,0.020992909,0.033226977,0.041526404,0.021975204,0.011456956,0.077134631,0.085104829,0.048243244
15,35,95,0.025848144,0.034812047,0.021707643,0.017969926,0.029515119,0.038491421,0.024908353,0.008619126,0.073149994,0.081459672,0.044536185
15,35,100,0.028973144,0.037937047,0.024832643,0.021094926,0.032640119,0.041616421,0.022963966,0.011744126,0.076274994,0.084584672,0.047661185
20,35,95,0.025912108,0.034376804,0.021265656,0.018071943,0.029001791,0.038647129,0.025655494,0.008907235,0.072276514,0.08097794,0.044006865
20,35,100,0.029037108,0.037501804,0.024390656,0.021196943,0.032126791,0.041772129,0.024483295,0.012032235,0.075401514,0.08410294,0.047131865
25,35,95,0.025982669,0.033971544,0.020883973,0.018175124,0.028532297,0.038887772,0.026418144,0.009349222,0.071422523,0.080590019,0.043572336
25,35,100,0.029107669,0.037096544,0.024008973,0.021300124,0.031657297,0.042012772,0.02620364,0.012474222,0.074547523,0.083715019,0.046697336
30,35,95,0.026053229,0.033641667,0.02050229,0.018283792,0.028133339,0.039161619,0.027205948,0.009791209,0.070592497,0.080232724,0.043190653
30,35,100,0.029178229,0.036766667,0.02362729,0.021408792,0.031258339,0.042286619,0.028125,0.012916209,0.073717497,0.083357724,0.046315653
35,35,95,0.02619046,0.033381535,0.020179385,0.018442898,0.027816038,0.039486425,0.028035974,0.01035015,0.069756398,0.079937627,0.042847686
35,35,100,0.02931546,0.036506535,0.023304385,0.021567898,0.030941038,0.042611425,0.030338137,0.01347515,0.072881398,0.083062627,0.045972686
40,35,95,0.026377596,0.03317475,0.019970286,0.018723415,0.027560517,0.039859162,0.02886519,0.010909091,0.068914389,0.079734519,0.042637424
40,35,100,0.029502596,0.03629975,0.023095286,0.021848415,0.030685517,0.042984162,0.03199019,0.014034091,0.072039389,0.082859519,0.045762424
45,35,95,0.026584381,0.033084733,0.019861618,0.019003932,0.027448603,0.040232709,0.029695216,0.011552913,0.068164238,0.07963412,0.042528756
45,35,100,0.029709381,0.036209733,0.022986618,0.022128932,0.030573603,0.043357709,0.032820216,0.014677913,0.069356518,0.08275912,0.045653756
50,35,100,0.029927432,0.036139172,0.022883438,0.022466479,0.0304853,0.04376297,0.033662225,0.015321734,0.066376794,0.082681731,0.045551739
55,35,100,0.031221849,0.03743359,0.024177855,0.023760896,0.031779718,0.045057387,0.034956642,0.016616152,0.063355341,0.083976148,0.046846156
60,35,100,0.033790144,0.040001885,0.02674615,0.026329191,0.034348013,0.047495123,0.037524937,0.019184447,0.060352754,0.084042232,0.049414451
65,35,100,0.036504099,0.04284547,0.029640556,0.029223596,0.037242418,0.05020492,0.040419343,0.02206307,0.05737303,0.082075957,0.052308857
70,35,100,0.039397899,0.045739269,0.032643143,0.032226184,0.040245006,0.05309872,0.04342193,0.02495687,0.05447399,0.080075128,0.055311444
75,35,100,0.042377623,0.048718994,0.035688712,0.035275915,0.043294736,0.056078444,0.046471661,0.027936594,0.05134899,0.078113025,0.055643917
80,35,100,0.045502623,0.051843994,0.038813712,0.038400915,0.046419736,0.059203444,0.049596661,0.031061594,0.048553209,0.076217368,0.052848137
85,35,100,0.048627623,0.054968994,0.041938712,0.041525915,0.049544736,0.062183336,0.052721661,0.034186594,0.045757428,0.074397833,0.050220267
90,35,100,0.051615919,0.056589057,0.045063712,0.044650915,0.047318419,0.06516306,0.055846661,0.037311594,0.042961647,0.072783946,0.047785113
95,35,100,0.054618507,0.054122531,0.044803879,0.047775915,0.044750124,0.068165647,0.058971661,0.040330707,0.040333777,0.071290251,0.045349959
100,35,100,0.0573837,0.052752845,0.043434192,0.050550947,0.043380438,0.071215378,0.062096661,0.043380438,0.037705908,0.069880096,0.04303228
105,35,100,0.05768724,0.052465205,0.043737733,0.050860383,0.042998755,0.074276769,0.065221661,0.046505438,0.035078038,0.068568061,0.04083222
110,35,100,0.05799078,0.052188922,0.044041273,0.051169819,0.042617072,0.077279356,0.068346661,0.049630438,0.032655817,0.067321761,0.03866113
115,35,100,0.058549722,0.05193429,0.044398568,0.05193429,0.042307636,0.080281943,0.071471661,0.052755438,0.030338137,0.066142811,0.036754636
120,35,100,0.059189739,0.051737405,0.044865504,0.052698761,0.042004095,0.081758881,0.074596661,0.054120483,0.028125,0.065080514,0.034981792
125,35,100,0.059833561,0.051637005,0.04533244,0.05347883,0.041755641,0.08252729,0.077528784,0.054974474,0.02620364,0.064361739,0.0333767
130,35,100,0.060477382,0.051536605,0.045887056,0.054292148,0.041518028,0.083304627,0.078437875,0.055847954,0.024483295,0.063728888,0.032137951
135,35,100,0.061121204,0.051459216,0.046441672,0.055105466,0.041434336,0.084073037,0.079346966,0.056721434,0.022963966,0.063355341,0.030956473
140,35,100,0.061765026,0.051381827,0.04708169,0.055918784,0.041350645,0.084870538,0.080256057,0.057581694,0.021975204,0.063000659,0.030180429
145,35,100,0.062469672,0.051459216,0.047721707,0.056732102,0.041434336,0.08566804,0.081165148,0.058455174,0.021308261,0.062649975,0.029755097
150,35,100,0.063174318,0.051536605,0.048365529,0.05754542,0.041518028,0.086465542,0.082074239,0.059328654,0.020963137,0.062295294,0.029489072
5,40,95,0.025169717,0.035387271,0.022401255,0.018225447,0.030803002,0.037402295,0.024799612,0.007411043,0.075151312,0.082087364,0.045477037
0,40,95,0.025233681,0.0359628,0.022930574,0.018327465,0.031472255,0.037312277,0.024585005,0.007333654,0.076024792,0.082706424,0.046149874
5,40,100,0.028294717,0.038512271,0.025526255,0.021350447,0.033928002,0.040527295,0.022907167,0.010536043,0.078276312,0.085212364,0.048602037
0,40,100,0.028358681,0.0390878,0.026055574,0.021452465,0.034597255,0.040437277,0.022534695,0.010458654,0.079149792,0.085831424,0.049274874
10,40,95,0.025105752,0.034865268,0.021903138,0.018122267,0.030202377,0.037492313,0.025173159,0.007567485,0.074297321,0.081544587,0.04490503
10,40,100,0.028230752,0.037990268,0.025028138,0.021247267,0.033327377,0.040617313,0.023385359,0.010692485,0.077422321,0.084669587,0.04803003
15,40,95,0.025169717,0.034345111,0.021412546,0.018225447,0.029615519,0.037582331,0.025655494,0.007830822,0.073455312,0.08102443,0.04432297
15,40,100,0.028294717,0.037470111,0.024537546,0.021350447,0.032740519,0.040707331,0.024483295,0.010955822,0.076580312,0.08414943,0.04744797
20,40,95,0.025233681,0.033892529,0.020978016,0.018327465,0.029102191,0.037759934,0.026194002,0.008188117,0.072625286,0.080540155,0.043793651
20,40,100,0.028358681,0.037017529,0.024103016,0.021452465,0.032227191,0.040884934,0.02576941,0.011313117,0.075750286,0.083665155,0.046918651
25,40,95,0.025297645,0.033504608,0.020596333,0.018430645,0.028632697,0.038014292,0.026900479,0.008643882,0.071777205,0.080148032,0.043346577
25,40,100,0.028422645,0.036629608,0.023721333,0.021555645,0.031757697,0.041139292,0.027509746,0.011768882,0.074902205,0.083273032,0.046471577
30,40,95,0.025368205,0.033147313,0.02021465,0.018539313,0.028233738,0.038307627,0.027685824,0.009155516,0.070947178,0.079790737,0.042947619
30,40,100,0.028493205,0.036272313,0.02333965,0.021664313,0.031358738,0.041432627,0.029315098,0.012280516,0.074072178,0.082915737,0.046072619
35,40,95,0.025521207,0.032852216,0.019871683,0.018723415,0.027924707,0.038656399,0.028441235,0.009710132,0.070129945,0.079499841,0.042634471
35,40,100,0.028646207,0.035977216,0.022996683,0.021848415,0.031049707,0.041781399,0.031472087,0.012835132,0.073254945,0.082624841,0.045759471
40,40,95,0.025704759,0.032661422,0.019662584,0.018932513,0.027669186,0.039029135,0.029238737,0.01035015,0.069287936,0.079277339,0.042383066
40,40,100,0.028829759,0.035786422,0.022787584,0.022057513,0.030794186,0.042154135,0.032363737,0.01347515,0.072412936,0.082402339,0.045508066
45,40,95,0.025911544,0.032571405,0.019553916,0.019241545,0.027560517,0.039402682,0.030068763,0.010993972,0.068496057,0.079176939,0.042274398
45,40,100,0.029036544,0.035696405,0.022678916,0.022366545,0.030685517,0.042527682,0.033193763,0.014118972,0.069752928,0.082301939,0.045399398
50,40,100,0.029264647,0.035606017,0.022575736,0.022709512,0.030597215,0.042965468,0.034022979,0.014823618,0.066708612,0.08222455,0.045311095
55,40,100,0.030559064,0.036900435,0.023870153,0.02400393,0.031891632,0.044259885,0.035317396,0.016118035,0.063728888,0.083518967,0.046605513
60,40,100,0.033127359,0.03946873,0.026438448,0.026572225,0.034459927,0.046697621,0.037885691,0.01868633,0.060749164,0.081729355,0.049173808
65,40,100,0.035860278,0.042363135,0.029332854,0.02946663,0.037354332,0.049407418,0.040780097,0.021572478,0.057855364,0.07976308,0.052068213
70,40,100,0.038754077,0.045272334,0.032335441,0.032469217,0.04035692,0.052301218,0.043782684,0.024466278,0.054961565,0.077762251,0.0550708
75,40,100,0.041733801,0.048252058,0.035385172,0.035518948,0.043406651,0.055280942,0.046775201,0.027446002,0.052165784,0.075795976,0.054331882
80,40,100,0.044858801,0.051377058,0.038510172,0.038643948,0.046531651,0.058405942,0.049900201,0.030571002,0.049370003,0.073795147,0.051536101
85,40,100,0.047983801,0.054502058,0.041635172,0.041768948,0.049656651,0.061414927,0.053025201,0.033696002,0.046592856,0.071975611,0.04889204
90,40,100,0.05103386,0.055816184,0.044760172,0.044893948,0.047660442,0.064394651,0.056150201,0.036821002,0.043948795,0.070156076,0.046182243
95,40,100,0.054036447,0.053353819,0.044372603,0.048018948,0.045092147,0.067397238,0.059275201,0.039946002,0.041238998,0.068662381,0.043747089
100,40,100,0.056743682,0.051984133,0.043002916,0.050789981,0.043683978,0.070446969,0.062400201,0.042998755,0.038527588,0.067168686,0.041311935
105,40,100,0.057047223,0.051687788,0.043306457,0.051099417,0.043302295,0.073504421,0.065525201,0.046123755,0.036092434,0.06585665,0.038925727
110,40,100,0.057350763,0.051408853,0.043609997,0.051408853,0.042920612,0.076507008,0.068650201,0.049248755,0.03365728,0.064544615,0.036754636
115,40,100,0.05799078,0.051169819,0.044041273,0.052188922,0.042617072,0.079509596,0.071775201,0.052373755,0.031472087,0.063365665,0.034667312
120,40,100,0.058630798,0.050957336,0.04449397,0.052977696,0.042313531,0.081281536,0.074900201,0.053846636,0.029315098,0.062186715,0.032879274
125,40,100,0.05927462,0.050816493,0.044994434,0.053755113,0.042065077,0.082049945,0.077618802,0.054706897,0.027509746,0.061467939,0.03110643
130,40,100,0.059918441,0.050739104,0.045553375,0.054535182,0.041827464,0.082837749,0.078527893,0.055580377,0.02576941,0.060749164,0.029713345
135,40,100,0.060562263,0.050661715,0.046112316,0.055343079,0.041743772,0.083635251,0.079436984,0.056453857,0.024483295,0.060352754,0.028521319
140,40,100,0.061266909,0.050584326,0.046756138,0.056156397,0.041660081,0.084432753,0.080346074,0.057327337,0.023385359,0.06000207,0.027627115
145,40,100,0.061971555,0.050661715,0.04739996,0.056969715,0.041743772,0.085253572,0.081255165,0.058200816,0.022907167,0.059647388,0.027201784
150,40,100,0.062676202,0.050739104,0.048061988,0.057783033,0.041827464,0.086051074,0.082164256,0.059088011,0.022534695,0.059292706,0.026892348
5,45,95,0.024491289,0.034920336,0.022172325,0.018499294,0.030976371,0.036493204,0.025641621,0.006663903,0.075488101,0.081690954,0.045303668
0,45,95,0.024555254,0.035520813,0.022723789,0.018582986,0.031649208,0.036403186,0.025494095,0.006555548,0.076318127,0.082310014,0.045972921
5,45,100,0.027616289,0.038045336,0.025297325,0.021624294,0.034101371,0.039618204,0.024671732,0.009788903,0.078613101,0.084815954,0.048428668
0,45,100,0.027680254,0.038645813,0.025848789,0.021707986,0.034774208,0.039528186,0.024429181,0.009680548,0.079443127,0.085435014,0.049097921
10,45,95,0.024427325,0.034398332,0.021643006,0.018415602,0.030404363,0.036583222,0.026015168,0.006803013,0.074652003,0.081148176,0.044703043
10,45,100,0.027552325,0.037523332,0.024768006,0.021540602,0.033529363,0.039708222,0.025309436,0.009928013,0.077777003,0.084273176,0.047828043
15,45,95,0.024491289,0.033878175,0.021173511,0.018499294,0.029822304,0.03667324,0.026418144,0.007122413,0.073809994,0.080619169,0.044116185
15,45,100,0.027616289,0.037003175,0.024298511,0.021624294,0.032947304,0.03979824,0.02620364,0.010247413,0.076934994,0.083744169,0.047241185
20,45,95,0.024555254,0.033425593,0.020738982,0.018582986,0.029292985,0.036886454,0.026900479,0.007496556,0.072979968,0.080143744,0.043602857
20,45,100,0.027680254,0.036550593,0.023863982,0.021707986,0.032417985,0.040011454,0.027509746,0.010621556,0.076104968,0.083268744,0.046727857
25,45,95,0.024619218,0.033037672,0.020328755,0.018686166,0.028845179,0.037140812,0.027479651,0.008002835,0.072150752,0.079710247,0.043133363
25,45,100,0.027744218,0.036162672,0.023453755,0.021811166,0.031970179,0.040265812,0.029005891,0.011127835,0.075275752,0.082835247,0.046258363
30,45,95,0.024698953,0.032680377,0.019947072,0.018794834,0.028446221,0.037453636,0.028168159,0.008528029,0.071320726,0.079352952,0.042734405
30,45,100,0.027823953,0.035805377,0.023072072,0.021919834,0.031571221,0.040578636,0.030800279,0.011653029,0.074445726,0.082477952,0.045859405
35,45,95,0.024851954,0.03238528,0.019604105,0.019003932,0.028133805,0.037826372,0.02892357,0.009155516,0.070461764,0.079065312,0.042425373
35,45,100,0.027976954,0.03551028,0.022729105,0.022128932,0.031258805,0.040951372,0.03204857,0.012280516,0.073586764,0.082190312,0.045550373
40,45,95,0.025035507,0.032191928,0.019395007,0.019241545,0.027881668,0.03819992,0.029695918,0.009791209,0.069619755,0.078839553,0.042169852
40,45,100,0.028160507,0.035316928,0.022520007,0.022366545,0.031006668,0.04132492,0.032820918,0.012916209,0.072744755,0.081964553,0.045294852
45,45,95,0.025248759,0.032091528,0.019286338,0.01949,0.027773,0.038605181,0.030474024,0.010499617,0.068872615,0.078739154,0.042061183
45,45,100,0.028373759,0.035216528,0.022411338,0.022615,0.030898,0.041730181,0.033599024,0.013624617,0.070149339,0.081864154,0.045186183
50,45,100,0.028620825,0.035139082,0.022308158,0.022957967,0.030809697,0.042167966,0.034396526,0.014333025,0.067255539,0.081786765,0.045097881
55,45,100,0.029915243,0.036433499,0.023602576,0.024252384,0.032104115,0.043462383,0.035690943,0.015627443,0.064361739,0.082075957,0.046392298
60,45,100,0.032483538,0.039001794,0.026170871,0.026820679,0.03467241,0.045929212,0.038259239,0.018195738,0.061467939,0.07976308,0.048960593
65,45,100,0.035278218,0.041896199,0.029065276,0.029715085,0.037566815,0.048639009,0.041153644,0.021090143,0.05857414,0.077450203,0.051854998
70,45,100,0.038172018,0.044805398,0.032067863,0.032717672,0.040569402,0.051532809,0.044156231,0.024084595,0.055778359,0.075449374,0.054857586
75,45,100,0.041151742,0.047785122,0.035117594,0.035767403,0.043619133,0.054512533,0.047135955,0.027064319,0.053001212,0.073483099,0.053019846
80,45,100,0.044276742,0.050910122,0.038242594,0.038892403,0.046744133,0.057637533,0.050260955,0.030189319,0.050224066,0.07148227,0.050224066
85,45,100,0.047401742,0.054035122,0.041367594,0.042017403,0.049869133,0.060642579,0.053385955,0.033314319,0.047580004,0.06955339,0.047580004
90,45,100,0.0504518,0.055107776,0.044492594,0.045142403,0.048017737,0.063622303,0.056510955,0.036439319,0.044870207,0.067733855,0.044870207
95,45,100,0.053454388,0.052580946,0.043987898,0.048267403,0.045449442,0.066624891,0.059607836,0.039564319,0.04222776,0.066034511,0.04222776
100,45,100,0.056184741,0.051211259,0.04269348,0.051077152,0.044041273,0.069674622,0.062709637,0.042617072,0.039755789,0.064540816,0.039755789
105,45,100,0.056488282,0.050907719,0.042997021,0.051386588,0.043609997,0.072736012,0.065834637,0.045742072,0.037320635,0.063212589,0.037320635
110,45,100,0.056791822,0.050644382,0.043302295,0.051696024,0.043302295,0.075738599,0.068959637,0.048867072,0.034981792,0.061900554,0.034981792
115,45,100,0.057431839,0.050405348,0.043683978,0.052465205,0.042998755,0.078741187,0.072084637,0.051992072,0.032879274,0.060588518,0.032879274
120,45,100,0.058071857,0.050192865,0.04417457,0.053245273,0.042695214,0.08080496,0.075209637,0.053579059,0.030800279,0.059409568,0.030800279
125,45,100,0.058715678,0.050036424,0.044672687,0.054034048,0.042427637,0.081602462,0.077774509,0.054452539,0.029005891,0.05857414,0.029005891
130,45,100,0.0593595,0.049959035,0.045249835,0.054811465,0.042226422,0.082399964,0.078661703,0.055339733,0.027509746,0.057855364,0.027509746
135,45,100,0.060064146,0.049881646,0.045808776,0.055591534,0.042133217,0.083220783,0.079548898,0.056226928,0.02620364,0.05737303,0.02620364
140,45,100,0.060768793,0.049804257,0.046452598,0.056399431,0.042032817,0.084018285,0.080436092,0.057114122,0.025309436,0.056999483,0.025309436
145,45,100,0.061477201,0.049881646,0.047096419,0.057207328,0.042133217,0.084848311,0.081345183,0.057999602,0.024671732,0.056644801,0.024671732
150,45,100,0.062185609,0.049959035,0.047758448,0.058020646,0.042226422,0.085678337,0.082254274,0.058886797,0.024429181,0.056357111,0.024429181
5,50,95,0.023884068,0.034478349,0.021943396,0.018836083,0.031188853,0.035584113,0.026515101,0.005891582,0.075842783,0.08114751,0.045176867
0,50,95,0.023948032,0.035078826,0.022504525,0.018919774,0.03186169,0.035494095,0.026403186,0.005821022,0.076672809,0.081754731,0.04584612
5,50,100,0.027009068,0.037603349,0.025068396,0.021961083,0.034313853,0.038709113,0.026736381,0.009016582,0.078967783,0.08427251,0.048301867
0,50,100,0.027073032,0.038203826,0.025629525,0.022044774,0.03498669,0.038619095,0.026516504,0.008946022,0.079797809,0.084879731,0.04897112
10,50,95,0.023820104,0.033956345,0.021452212,0.018752391,0.030616846,0.035674131,0.026832401,0.006098367,0.075012757,0.080580636,0.044576242
10,50,100,0.026945104,0.037081345,0.024577212,0.021877391,0.033741846,0.038799131,0.027243118,0.009223367,0.078137757,0.083705636,0.047701242
15,50,95,0.023884068,0.033436189,0.020961029,0.018836083,0.030034787,0.035786045,0.027205948,0.006428243,0.074183541,0.080039595,0.043989384
15,50,100,0.027009068,0.036561189,0.024086029,0.021961083,0.033159787,0.038911045,0.028125,0.009553243,0.077308541,0.083164595,0.047114384
20,50,95,0.023948032,0.032958658,0.020513224,0.018919774,0.029505467,0.036012974,0.027685824,0.006863486,0.073336562,0.079540323,0.043476056
20,50,100,0.027073032,0.036083658,0.023638224,0.022044774,0.032630467,0.039137974,0.029315098,0.009988486,0.076461562,0.082665323,0.046601056
25,50,95,0.024018593,0.032570736,0.020065418,0.019003466,0.029070938,0.036286821,0.028168159,0.007385489,0.07248257,0.079102538,0.043006562
25,50,100,0.027143593,0.035695736,0.023190418,0.022128466,0.032195938,0.039411821,0.030800279,0.010510489,0.07560757,0.082227538,0.046131562
30,50,95,0.024098327,0.032213441,0.019679025,0.019103866,0.028685255,0.03662361,0.028765299,0.008002835,0.071652544,0.078729801,0.042607603
30,50,100,0.027223327,0.035338441,0.022804025,0.022228866,0.031810255,0.03974861,0.031890299,0.011127835,0.074777544,0.081854801,0.045732603
35,50,95,0.024261513,0.031918344,0.019369993,0.019341479,0.028346287,0.036996346,0.029443727,0.008643882,0.07086474,0.078398414,0.042298572
35,50,100,0.027386513,0.035043344,0.022494993,0.022466479,0.031471287,0.040121346,0.032568727,0.011768882,0.07398974,0.081523414,0.045423572
40,50,95,0.024448649,0.031724992,0.019139486,0.019584512,0.028120702,0.037369893,0.030178252,0.009349222,0.070158263,0.078157771,0.042043051
40,50,100,0.027573649,0.034849992,0.022264486,0.022709512,0.031245702,0.040494893,0.033303252,0.012474222,0.073283263,0.081282771,0.045168051
45,50,95,0.0246667,0.031624592,0.019030817,0.019832967,0.028012034,0.037807679,0.030956359,0.01005763,0.069505466,0.078045857,0.041934382
45,50,100,0.0277917,0.034749592,0.022155817,0.022957967,0.031137034,0.040932679,0.034081359,0.01318263,0.070868114,0.081170857,0.045059382
50,50,100,0.028038766,0.034672146,0.022067515,0.023245607,0.031048731,0.041399557,0.034844009,0.013951342,0.067974314,0.081080839,0.04497108
55,50,100,0.029333183,0.035966563,0.023361932,0.024540024,0.032343149,0.042693974,0.036138426,0.01524576,0.065080514,0.080075128,0.046265497
60,50,100,0.031901478,0.038534858,0.025930227,0.027108319,0.034911444,0.045156865,0.038706722,0.017814055,0.062186715,0.077762251,0.048833792
65,50,100,0.034696159,0.041429264,0.028824632,0.030002724,0.037805849,0.047866662,0.041601127,0.02070846,0.059409568,0.075449374,0.051728197
70,50,100,0.037589959,0.04433852,0.03182722,0.033005312,0.040808436,0.050760461,0.044529778,0.023702912,0.056632421,0.073171051,0.054730785
75,50,100,0.040569683,0.047318244,0.034876951,0.036055043,0.043858167,0.053740186,0.047509502,0.026682636,0.053855275,0.071170222,0.052141493
80,50,100,0.043694683,0.050443244,0.038001951,0.039180043,0.046983167,0.056865186,0.050634502,0.029807636,0.051212827,0.069169393,0.049161769
85,50,100,0.046819683,0.053568244,0.041126951,0.042305043,0.050108167,0.05987417,0.053759502,0.032932636,0.04857038,0.067235711,0.046267969
90,50,100,0.049869741,0.054399367,0.044251951,0.045430043,0.048405658,0.062853894,0.056884502,0.036057636,0.045927933,0.065311633,0.043558172
95,50,100,0.052872328,0.051872537,0.043678462,0.048555043,0.045837363,0.065856482,0.059981383,0.039182636,0.043455962,0.063599357,0.040915725
100,50,100,0.0556258,0.050486992,0.042384044,0.051365261,0.044398568,0.068906212,0.063070391,0.042307636,0.040983991,0.061912946,0.038273277
105,50,100,0.055929341,0.050183451,0.042689319,0.051674697,0.044041273,0.071993599,0.066195391,0.045432636,0.038654115,0.060502792,0.035801306
110,50,100,0.056232881,0.049879911,0.042998755,0.051984133,0.043683978,0.074996187,0.069320391,0.048557636,0.036443449,0.059190757,0.0333767
115,50,100,0.056872898,0.049640877,0.043380438,0.052752845,0.043380438,0.077998774,0.072445391,0.051682636,0.03441855,0.057878721,0.03110643
120,50,100,0.057512916,0.049428394,0.04387103,0.053521557,0.043076897,0.080367175,0.075542272,0.053377844,0.032475953,0.056632421,0.029005891
125,50,100,0.058156737,0.049289284,0.044369147,0.054301625,0.042837863,0.081187994,0.077966116,0.054251324,0.030800279,0.055778359,0.027063294
130,50,100,0.058861384,0.049180928,0.044946295,0.055090399,0.042625381,0.081985495,0.078853311,0.055138519,0.029315098,0.054961565,0.02538762
135,50,100,0.059569792,0.049103539,0.045505236,0.055867817,0.042547992,0.082815522,0.079740505,0.056025713,0.028125,0.05447399,0.02400358
140,50,100,0.0602782,0.04902615,0.046149057,0.056647885,0.042470603,0.083645548,0.0806277,0.056912908,0.027243118,0.053996895,0.022963966
145,50,100,0.060986609,0.049103539,0.046792879,0.057455783,0.042547992,0.084475574,0.081522787,0.057821999,0.026736381,0.053709205,0.022316964
150,50,100,0.061695017,0.049180928,0.047467113,0.05826368,0.042625381,0.085317583,0.082409981,0.058731089,0.026516504,0.053421515,0.022097087
5,55,95,0.023276847,0.034036362,0.021796892,0.019208819,0.031427887,0.034675022,0.027402295,0.00522233,0.07621136,0.080469082,0.045086849
0,55,95,0.023347407,0.034643584,0.02231022,0.019309219,0.032079741,0.034585005,0.027312277,0.005142595,0.077045546,0.081076304,0.045756102
5,55,100,0.026401847,0.037161362,0.024921892,0.022333819,0.034552887,0.037800022,0.029091149,0.00834733,0.07933636,0.083594082,0.048211849
0,55,100,0.026472407,0.037768584,0.02543522,0.022434219,0.035204741,0.037710005,0.028848598,0.008267595,0.080170546,0.084201304,0.048881102
10,55,95,0.023212882,0.033514359,0.021283563,0.019125128,0.03085386,0.03476504,0.027662427,0.005454545,0.075357368,0.079861861,0.044486224
10,55,100,0.026337882,0.036639359,0.024408563,0.022250128,0.03397886,0.03789004,0.029555995,0.008579545,0.078482368,0.082986861,0.047611224
15,55,95,0.023276847,0.032994202,0.020770235,0.019208819,0.030273821,0.034898851,0.028035974,0.005821022,0.07451536,0.079305069,0.043899367
15,55,100,0.026401847,0.036119202,0.023895235,0.022333819,0.033398821,0.038023851,0.030338137,0.008946022,0.07764036,0.082430069,0.047024367
20,55,95,0.023347407,0.032516671,0.020300741,0.019309219,0.029744501,0.035139494,0.028441235,0.006298367,0.073685333,0.078771914,0.043386038
20,55,100,0.026472407,0.035641671,0.023425741,0.022434219,0.032869501,0.038264494,0.031472087,0.009423367,0.076810333,0.081896914,0.046511038
25,55,95,0.023417967,0.03212875,0.019901783,0.019402424,0.029309972,0.035432829,0.02892357,0.006863486,0.072887831,0.078305036,0.042906162
